item_no,category,main_promotion,color,stars
831324,Tunic,Category_Highlight,Green,3.5
363238,Hoodie,Display_Ad_Campaign,Pink,3.3
205962,Hoodie,Category_Highlight,Multi-Color,2.6
756422,Blouse,Category_Highlight,Blue,2.8
683931,Polo-Shirt,Catalog,Multi-Color,2.9
378887,T-Shirt,Catalog,Red,4.1
741577,Tunic,Frontpage_Header,Yellow,3.1
781638,Tunic,Display_Ad_Campaign,Brown,2.5
843288,T-Shirt,Frontpage_Header,Multi-Color,4.4
231490,Tunic,Category_Highlight,Red,2.6
650447,Polo-Shirt,Category_Highlight,Multi-Color,2.7
440170,Blouse,Frontpage_Header,White,4
948949,T-Shirt,Frontpage_Header,Multi-Color,5
624352,Sweatshirt,Catalog,Orange,3.8
323254,Hoodie,Catalog,Yellow,2.8
904538,Tunic,Category_Highlight,Multi-Color,2.6
766076,Sweatshirt,Frontpage_Header,Orange,3.6
964395,Hoodie,Category_Highlight,Red,1.2
935361,T-Shirt,Catalog,Red,1.3
377643,Polo-Shirt,Display_Ad_Campaign,Yellow,4.8
488394,Sweatshirt,Display_Ad_Campaign,Orange,4.8
540363,Polo-Shirt,Catalog,Yellow,3.2
544016,T-Shirt,Catalog,Multi-Color,1.3
310538,Blouse,Catalog,Yellow,4.3
497263,Sweatshirt,Category_Highlight,Red,0.6
828961,Sweatshirt,Display_Ad_Campaign,Red,2
668261,Hoodie,Category_Highlight,Yellow,4
816966,Tunic,Display_Ad_Campaign,Black,1.9
825155,T-Shirt,Category_Highlight,Yellow,4
748693,Blouse,Display_Ad_Campaign,Brown,4.9
793892,Blouse,Frontpage_Header,Multi-Color,2.6
557469,Tunic,Catalog,Green,3.8
307169,Polo-Shirt,Catalog,Yellow,3.4
973511,Tunic,Category_Highlight,Green,3.5
421634,Sweatshirt,Display_Ad_Campaign,White,5.9
508674,Hoodie,Catalog,Red,1.9
951594,Blouse,Frontpage_Header,Blue,4
701348,Sweatshirt,Frontpage_Header,Blue,2.5
445357,Blouse,Category_Highlight,Red,1.3
346610,Polo-Shirt,Frontpage_Header,Brown,2.3
630668,Hoodie,Catalog,Yellow,3.6
748790,Blouse,Display_Ad_Campaign,Orange,4.5
268293,Polo-Shirt,Frontpage_Header,Red,3.5
224325,Polo-Shirt,Frontpage_Header,Yellow,2.1
763134,Polo-Shirt,Category_Highlight,Blue,1.8
664650,Sweatshirt,Category_Highlight,Red,1.4
543762,T-Shirt,Frontpage_Header,Yellow,4.2
407147,Polo-Shirt,Frontpage_Header,Green,3
182693,Sweatshirt,Catalog,Pink,3.8
890827,Tunic,Frontpage_Header,Brown,3.9
729610,Polo-Shirt,Display_Ad_Campaign,Green,4.6
277208,Tunic,Frontpage_Header,Red,3.5
186269,Hoodie,Catalog,Orange,3.5
763723,Sweatshirt,Catalog,Multi-Color,2
709415,Tunic,Frontpage_Header,Multi-Color,3
439310,Blouse,Display_Ad_Campaign,Brown,5.1
768824,Tunic,Category_Highlight,Red,3.7
839432,Hoodie,Category_Highlight,Brown,4.4
342877,Sweatshirt,Catalog,Multi-Color,3.1
966690,Tunic,Category_Highlight,Blue,3.2
198363,Blouse,Frontpage_Header,Blue,3.9
774844,Tunic,Category_Highlight,Multi-Color,3.2
625744,Tunic,Catalog,Multi-Color,1.8
493929,Blouse,Category_Highlight,Multi-Color,3
157841,Sweatshirt,Frontpage_Header,Black,3.2
477759,Hoodie,Category_Highlight,Multi-Color,3.2
121632,Blouse,Frontpage_Header,Multi-Color,3.7
315465,Sweatshirt,Catalog,Red,1.5
527789,Polo-Shirt,Category_Highlight,Multi-Color,2.7
687961,Blouse,Category_Highlight,Red,1
603754,T-Shirt,Display_Ad_Campaign,Black,3.8
541106,Sweatshirt,Frontpage_Header,Brown,2.7
855314,Sweatshirt,Display_Ad_Campaign,Orange,4.8
931332,Tunic,Display_Ad_Campaign,Green,2.7
699133,Sweatshirt,Frontpage_Header,Blue,3.5
867695,Polo-Shirt,Frontpage_Header,Brown,2.3
366711,Tunic,Display_Ad_Campaign,Black,2.8
733662,Blouse,Frontpage_Header,Black,4.9
869112,Sweatshirt,Frontpage_Header,Orange,3.9
447497,Tunic,Category_Highlight,Yellow,2.6
229970,Tunic,Frontpage_Header,Blue,3.4
338903,Polo-Shirt,Category_Highlight,White,3.4
240983,Tunic,Frontpage_Header,Brown,4.4
597309,Tunic,Catalog,Green,4.5
981006,Tunic,Category_Highlight,Yellow,1.8
753118,Tunic,Frontpage_Header,Green,3.3
234087,Polo-Shirt,Catalog,White,2.4
750070,Tunic,Frontpage_Header,Multi-Color,3.4
350395,T-Shirt,Category_Highlight,Multi-Color,3.7
972267,Tunic,Display_Ad_Campaign,Multi-Color,4.4
665085,Polo-Shirt,Catalog,Yellow,5.3
801786,Polo-Shirt,Frontpage_Header,Yellow,2.5
293444,Hoodie,Category_Highlight,Brown,3.9
170519,Polo-Shirt,Catalog,Blue,2.4
882019,Polo-Shirt,Display_Ad_Campaign,Yellow,4.7
906052,Blouse,Display_Ad_Campaign,White,4.3
289408,Tunic,Category_Highlight,Yellow,2.4
945409,Tunic,Category_Highlight,Red,3.3
547485,Polo-Shirt,Frontpage_Header,Brown,3
935230,Blouse,Frontpage_Header,Yellow,4.4
345218,Blouse,Catalog,Black,3.1
182476,Blouse,Frontpage_Header,Red,4.5
802900,Polo-Shirt,Frontpage_Header,Yellow,2.1
714564,Tunic,Catalog,Multi-Color,2.9
452471,Sweatshirt,Display_Ad_Campaign,Orange,4.3
763599,Blouse,Frontpage_Header,Blue,4.4
472704,Hoodie,Catalog,Green,4
903553,Hoodie,Catalog,Green,3.3
493874,Hoodie,Category_Highlight,Multi-Color,3.2
854433,Sweatshirt,Category_Highlight,Red,0.7
228572,T-Shirt,Catalog,Red,4.5
430981,Polo-Shirt,Frontpage_Header,Brown,1.7
738263,Blouse,Frontpage_Header,Red,3.7
524377,Sweatshirt,Catalog,Red,2.5
930782,T-Shirt,Frontpage_Header,Yellow,4.9
147161,Blouse,Frontpage_Header,Black,4.9
590465,Sweatshirt,Display_Ad_Campaign,Blue,2.8
799698,T-Shirt,Catalog,Red,3.9
113327,Sweatshirt,Catalog,Orange,3.3
328256,Sweatshirt,Catalog,Black,4.6
777202,Tunic,Catalog,Green,3
935872,Polo-Shirt,Display_Ad_Campaign,Pink,4.7
980887,Sweatshirt,Frontpage_Header,Pink,3
113433,Tunic,Frontpage_Header,Multi-Color,3
168042,T-Shirt,Display_Ad_Campaign,Black,3.9
513991,Sweatshirt,Category_Highlight,Orange,3
638066,Sweatshirt,Catalog,Red,2.2
616158,Tunic,Category_Highlight,Multi-Color,3.6
287568,Polo-Shirt,Category_Highlight,Multi-Color,3.1
727730,Blouse,Catalog,Yellow,3.6
251935,Polo-Shirt,Frontpage_Header,Yellow,2.4
843020,T-Shirt,Category_Highlight,Yellow,4.1
503691,Tunic,Display_Ad_Campaign,Multi-Color,3.2
387432,Sweatshirt,Frontpage_Header,Green,3
485864,Sweatshirt,Display_Ad_Campaign,Orange,4.1
439684,Sweatshirt,Frontpage_Header,Brown,3.6
525952,Polo-Shirt,Catalog,Blue,1.3
341334,Sweatshirt,Catalog,Multi-Color,2.1
191352,Sweatshirt,Frontpage_Header,Orange,3.9
819517,Tunic,Display_Ad_Campaign,Green,2.4
655237,Sweatshirt,Catalog,White,4.8
601976,Polo-Shirt,Display_Ad_Campaign,Yellow,4.7
141659,Hoodie,Catalog,Green,2.7
895003,Tunic,Frontpage_Header,Multi-Color,3.6
424249,Tunic,Frontpage_Header,Black,3.5
621616,Tunic,Catalog,Orange,3.4
922872,Sweatshirt,Display_Ad_Campaign,Blue,3.8
892934,Hoodie,Category_Highlight,Blue,3.7
671943,Blouse,Frontpage_Header,Blue,2.5
923177,Tunic,Catalog,Brown,2.5
213517,Hoodie,Catalog,Orange,3.3
875130,T-Shirt,Frontpage_Header,Yellow,3.8
486944,Tunic,Category_Highlight,Blue,4.9
421886,Tunic,Frontpage_Header,Blue,3.6
448852,Polo-Shirt,Catalog,Yellow,3.6
505639,Sweatshirt,Category_Highlight,Blue,2.4
791891,Blouse,Display_Ad_Campaign,Brown,5
588828,Sweatshirt,Frontpage_Header,Blue,3.2
217036,Hoodie,Catalog,Orange,3.7
811106,Polo-Shirt,Frontpage_Header,Red,2.4
338995,T-Shirt,Catalog,Yellow,3.6
802355,Tunic,Display_Ad_Campaign,Black,3.1
642663,T-Shirt,Frontpage_Header,Pink,3.9
164086,Blouse,Frontpage_Header,Green,4.7
955677,T-Shirt,Category_Highlight,Blue,2.8
304720,Tunic,Category_Highlight,Green,3.4
127407,Tunic,Category_Highlight,Brown,4.5
380529,Tunic,Category_Highlight,Multi-Color,4.3
873012,Polo-Shirt,Catalog,Pink,3.9
115148,Tunic,Frontpage_Header,Multi-Color,2.4
467366,T-Shirt,Category_Highlight,Green,5.3
976100,Tunic,Catalog,Blue,3
850748,Polo-Shirt,Display_Ad_Campaign,Yellow,4.2
941681,T-Shirt,Category_Highlight,Blue,3.4
618328,Blouse,Frontpage_Header,Black,4.6
752971,T-Shirt,Category_Highlight,Blue,3.2
305838,T-Shirt,Category_Highlight,White,2.4
829469,Sweatshirt,Display_Ad_Campaign,Orange,4.6
341310,Tunic,Display_Ad_Campaign,Black,2.6
421121,Tunic,Display_Ad_Campaign,Black,3
621048,Blouse,Display_Ad_Campaign,Blue,5
766589,Polo-Shirt,Catalog,Brown,3.3
910348,Tunic,Frontpage_Header,Green,3.9
484947,Tunic,Category_Highlight,Green,3.7
557908,T-Shirt,Category_Highlight,Multi-Color,3.5
392153,Polo-Shirt,Category_Highlight,Blue,3.5
246314,Polo-Shirt,Frontpage_Header,Yellow,3.4
649193,Blouse,Frontpage_Header,Blue,3.4
697716,Tunic,Category_Highlight,Green,2.8
545428,Polo-Shirt,Catalog,White,2.8
282506,Blouse,Category_Highlight,Black,4.5
638599,Sweatshirt,Display_Ad_Campaign,Orange,4.7
935738,Hoodie,Catalog,Yellow,3
200791,Tunic,Category_Highlight,Red,2.9
512447,Blouse,Display_Ad_Campaign,Blue,5.2
401414,Blouse,Frontpage_Header,Blue,2.4
372826,Blouse,Frontpage_Header,Multi-Color,4.7
137392,T-Shirt,Display_Ad_Campaign,Black,3.7
625630,Hoodie,Frontpage_Header,Blue,3.1
262339,Sweatshirt,Frontpage_Header,Black,4.1
741932,Tunic,Display_Ad_Campaign,Multi-Color,4
344040,Sweatshirt,Category_Highlight,Pink,3.4
112436,Blouse,Frontpage_Header,Multi-Color,4.6
464042,Blouse,Catalog,Multi-Color,1.2
637360,Polo-Shirt,Catalog,Pink,3.6
593237,Tunic,Catalog,Yellow,3.3
306284,T-Shirt,Catalog,Black,4.1
503266,Sweatshirt,Category_Highlight,Yellow,2.9
494884,T-Shirt,Catalog,Black,2.9
955953,Sweatshirt,Catalog,Red,1.9
684915,Tunic,Frontpage_Header,Red,3.3
537055,Sweatshirt,Frontpage_Header,Yellow,4.3
175270,Tunic,Category_Highlight,Yellow,2.5
903530,Hoodie,Display_Ad_Campaign,Brown,3.1
921471,Tunic,Category_Highlight,Blue,5.1
714003,Blouse,Frontpage_Header,Red,3.6
285149,Tunic,Frontpage_Header,Blue,2.9
863787,Polo-Shirt,Catalog,Orange,3
824187,T-Shirt,Frontpage_Header,Multi-Color,4.2
148035,Sweatshirt,Frontpage_Header,Green,2.7
706693,Blouse,Frontpage_Header,White,4.5
140078,Sweatshirt,Display_Ad_Campaign,White,3.5
364487,Blouse,Display_Ad_Campaign,Brown,5.3
916131,T-Shirt,Frontpage_Header,Multi-Color,4.7
174479,Sweatshirt,Catalog,Multi-Color,2.4
892215,Hoodie,Catalog,Green,3.5
168206,T-Shirt,Display_Ad_Campaign,Black,3.4
757718,Polo-Shirt,Category_Highlight,Orange,2.6
708766,Blouse,Display_Ad_Campaign,Blue,5.4
611077,T-Shirt,Display_Ad_Campaign,Black,4
223246,Hoodie,Catalog,Orange,3.2
268504,Polo-Shirt,Category_Highlight,Yellow,3.7
195468,Polo-Shirt,Frontpage_Header,Brown,2.4
197127,T-Shirt,Display_Ad_Campaign,Black,4.1
667757,T-Shirt,Frontpage_Header,Yellow,4.3
628977,Tunic,Category_Highlight,Orange,2.4
759507,Tunic,Frontpage_Header,Blue,3.2
430045,Sweatshirt,Display_Ad_Campaign,Orange,4.2
373576,Sweatshirt,Frontpage_Header,Pink,4
258054,T-Shirt,Frontpage_Header,Yellow,4
618641,Blouse,Frontpage_Header,Red,4.3
709431,Hoodie,Category_Highlight,White,3.9
170395,Polo-Shirt,Catalog,Yellow,5.2
320374,Tunic,Frontpage_Header,Multi-Color,3.4
690620,T-Shirt,Frontpage_Header,Yellow,3.9
172538,T-Shirt,Frontpage_Header,Yellow,3.9
701647,T-Shirt,Category_Highlight,Green,4.6
315427,Polo-Shirt,Catalog,Blue,2.1
488672,Tunic,Display_Ad_Campaign,Black,2.4
391535,Polo-Shirt,Catalog,Multi-Color,3.2
229452,T-Shirt,Frontpage_Header,Green,4.6
178721,T-Shirt,Category_Highlight,Blue,3.5
395446,Tunic,Category_Highlight,Green,4
567796,Hoodie,Catalog,Green,3.8
768579,Sweatshirt,Catalog,Multi-Color,3
354258,Sweatshirt,Catalog,Red,1.6
806570,T-Shirt,Category_Highlight,Multi-Color,4.1
225853,Polo-Shirt,Category_Highlight,Multi-Color,3.2
446318,Polo-Shirt,Catalog,Green,2.3
113889,T-Shirt,Frontpage_Header,Green,5.2
603687,Polo-Shirt,Catalog,Yellow,4
266197,Tunic,Frontpage_Header,Yellow,2.7
132642,Polo-Shirt,Category_Highlight,Blue,3.4
346235,T-Shirt,Catalog,Red,4.6
428868,Tunic,Display_Ad_Campaign,Black,3.4
541817,Polo-Shirt,Category_Highlight,Red,2.6
766173,Tunic,Category_Highlight,Red,3.8
230457,Blouse,Frontpage_Header,Multi-Color,2.2
467048,Hoodie,Display_Ad_Campaign,Green,4.6
913719,Blouse,Display_Ad_Campaign,Green,5.4
523745,T-Shirt,Frontpage_Header,Green,3.8
823168,Hoodie,Catalog,Green,3.8
531015,Blouse,Display_Ad_Campaign,Black,3.7
198818,T-Shirt,Frontpage_Header,Multi-Color,4.6
658276,Polo-Shirt,Catalog,Multi-Color,3.2
910676,Hoodie,Display_Ad_Campaign,Yellow,3.3
651259,Sweatshirt,Catalog,Pink,3.8
977421,T-Shirt,Catalog,Multi-Color,1.3
422306,T-Shirt,Category_Highlight,Yellow,3.4
203784,T-Shirt,Catalog,Black,3.8
343325,T-Shirt,Category_Highlight,Black,3.1
444738,Polo-Shirt,Frontpage_Header,Brown,3
362628,Sweatshirt,Category_Highlight,Orange,4.2
189542,Polo-Shirt,Catalog,Yellow,3.4
279790,T-Shirt,Frontpage_Header,Multi-Color,4.9
548864,Blouse,Frontpage_Header,Multi-Color,2.8
424298,Blouse,Catalog,Multi-Color,4.9
190701,T-Shirt,Category_Highlight,Multi-Color,3.4
659545,Tunic,Category_Highlight,Blue,4.7
691480,Polo-Shirt,Catalog,Blue,1.9
283479,Sweatshirt,Frontpage_Header,Multi-Color,4
847281,Polo-Shirt,Catalog,Blue,1.8
703378,Sweatshirt,Frontpage_Header,Yellow,3.6
362546,Tunic,Frontpage_Header,Green,2.8
146811,Blouse,Frontpage_Header,Black,5.1
838391,Blouse,Display_Ad_Campaign,Blue,5
246699,Tunic,Category_Highlight,Multi-Color,3.4
727268,Blouse,Catalog,Black,4.7
935493,T-Shirt,Catalog,Red,4.5
862327,Polo-Shirt,Display_Ad_Campaign,Blue,2.3
557531,Tunic,Category_Highlight,Brown,4.7
746862,Tunic,Category_Highlight,Blue,5.3
985029,Polo-Shirt,Category_Highlight,Blue,4.2
125351,Tunic,Category_Highlight,Green,3.2
632003,Tunic,Category_Highlight,Green,3.7
602084,Blouse,Frontpage_Header,Black,5.1
741288,T-Shirt,Category_Highlight,Multi-Color,3.4
539748,Sweatshirt,Catalog,Orange,4.7
191792,Sweatshirt,Category_Highlight,White,4.7
142607,Sweatshirt,Catalog,Orange,4.1
303990,Blouse,Catalog,Blue,5.4
193859,Polo-Shirt,Catalog,White,2.1
877440,Tunic,Frontpage_Header,Blue,3.4
975284,Polo-Shirt,Category_Highlight,Black,2
984818,Blouse,Frontpage_Header,Green,4.3
815710,T-Shirt,Category_Highlight,Blue,2.3
332658,Tunic,Frontpage_Header,Black,3.2
234037,Polo-Shirt,Catalog,Yellow,3.9
465801,Blouse,Frontpage_Header,Multi-Color,3
453026,Polo-Shirt,Frontpage_Header,Green,2.2
382116,Blouse,Frontpage_Header,Blue,3.6
662507,Sweatshirt,Display_Ad_Campaign,Orange,5
923668,T-Shirt,Category_Highlight,Red,4.3
270093,Blouse,Frontpage_Header,Pink,3.4
121114,Polo-Shirt,Frontpage_Header,White,2.3
125175,T-Shirt,Catalog,Black,3.7
697899,Sweatshirt,Frontpage_Header,Brown,3
918275,T-Shirt,Frontpage_Header,Yellow,4.5
167551,Tunic,Category_Highlight,Green,4.9
952168,Hoodie,Category_Highlight,White,3.9
462498,Sweatshirt,Catalog,Red,2.6
829635,Sweatshirt,Category_Highlight,Multi-Color,0.6
564876,T-Shirt,Category_Highlight,Yellow,4.6
689705,Polo-Shirt,Category_Highlight,Orange,4
950852,Tunic,Display_Ad_Campaign,Black,2.8
645840,Blouse,Frontpage_Header,Blue,4
497929,T-Shirt,Display_Ad_Campaign,Multi-Color,1.5
246022,Blouse,Frontpage_Header,Blue,4.2
970856,Polo-Shirt,Category_Highlight,Orange,1.3
188254,Blouse,Frontpage_Header,Black,4.8
390147,Tunic,Category_Highlight,Green,4
565095,Polo-Shirt,Display_Ad_Campaign,Pink,5.4
863570,T-Shirt,Frontpage_Header,Blue,3.8
110364,Hoodie,Catalog,Green,4
135540,Tunic,Frontpage_Header,Multi-Color,3.5
665128,Polo-Shirt,Display_Ad_Campaign,Yellow,4.6
712414,Hoodie,Category_Highlight,White,5.1
887723,Polo-Shirt,Category_Highlight,Orange,2.9
347734,Polo-Shirt,Frontpage_Header,Yellow,2.4
365803,Polo-Shirt,Category_Highlight,Blue,4.7
362821,Polo-Shirt,Category_Highlight,Orange,2.3
847303,Tunic,Category_Highlight,Pink,3.3
272352,Polo-Shirt,Frontpage_Header,Brown,2.6
929215,Hoodie,Frontpage_Header,Brown,3.9
241818,T-Shirt,Frontpage_Header,Yellow,4.5
807792,Blouse,Frontpage_Header,Blue,5
292333,Sweatshirt,Category_Highlight,Blue,3.5
932788,Blouse,Display_Ad_Campaign,Green,4.9
119549,Blouse,Catalog,Multi-Color,2.3
151783,Tunic,Display_Ad_Campaign,Multi-Color,4.2
964915,Blouse,Frontpage_Header,Black,4.6
609976,Polo-Shirt,Category_Highlight,Orange,2.7
474278,T-Shirt,Category_Highlight,Multi-Color,4.2
680520,Tunic,Frontpage_Header,Green,2.9
841331,Blouse,Frontpage_Header,Green,3.5
726128,Polo-Shirt,Category_Highlight,Blue,3.1
961464,T-Shirt,Display_Ad_Campaign,Black,3
428471,Tunic,Display_Ad_Campaign,Black,3.2
382577,T-Shirt,Frontpage_Header,Green,5.6
635524,Tunic,Frontpage_Header,Blue,3.7
625460,Tunic,Frontpage_Header,Multi-Color,3
536732,Tunic,Category_Highlight,Brown,4.7
314871,Tunic,Category_Highlight,Pink,2.7
898063,Polo-Shirt,Catalog,Blue,1.2
449963,T-Shirt,Category_Highlight,Multi-Color,4
719792,Sweatshirt,Category_Highlight,Multi-Color,1.7
802052,Sweatshirt,Catalog,Red,4.1
434624,Blouse,Catalog,Brown,5.4
249819,Polo-Shirt,Catalog,Black,2.2
471536,Tunic,Category_Highlight,Green,3.7
195667,Sweatshirt,Frontpage_Header,Green,2.8
198674,Blouse,Display_Ad_Campaign,White,4.6
608943,Tunic,Display_Ad_Campaign,Yellow,3
967522,Hoodie,Catalog,Green,3.2
646320,Polo-Shirt,Frontpage_Header,Yellow,1.4
342495,Polo-Shirt,Category_Highlight,Brown,3.1
410230,T-Shirt,Catalog,Multi-Color,1.6
620428,Blouse,Catalog,Red,1.7
565217,Tunic,Frontpage_Header,Multi-Color,3.4
384948,Blouse,Frontpage_Header,Multi-Color,2.4
569985,Sweatshirt,Display_Ad_Campaign,Blue,3.3
840231,Tunic,Catalog,Blue,3.4
264844,T-Shirt,Frontpage_Header,Yellow,4.6
653959,Hoodie,Catalog,Blue,2.2
407584,Polo-Shirt,Catalog,Blue,1.9
191314,Blouse,Catalog,Yellow,2.7
668990,Tunic,Category_Highlight,Blue,4.7
434850,Blouse,Frontpage_Header,Black,4.6
891752,Blouse,Frontpage_Header,Blue,2.6
249130,Blouse,Category_Highlight,Blue,2.7
984085,Polo-Shirt,Catalog,Blue,1.5
399882,T-Shirt,Category_Highlight,Blue,2.1
772513,Blouse,Frontpage_Header,Blue,3.3
415331,Sweatshirt,Display_Ad_Campaign,Orange,5
226517,Polo-Shirt,Catalog,Orange,2.7
127604,Sweatshirt,Catalog,Orange,1.6
320008,Blouse,Display_Ad_Campaign,Black,3.1
467015,Tunic,Category_Highlight,Blue,4.1
273232,Blouse,Frontpage_Header,Blue,4.6
405934,Blouse,Display_Ad_Campaign,White,4.8
200651,Sweatshirt,Frontpage_Header,Pink,3.3
479430,T-Shirt,Catalog,Multi-Color,1.1
280790,Hoodie,Catalog,Green,3.9
603242,Polo-Shirt,Catalog,Multi-Color,2.9
703780,Blouse,Category_Highlight,Blue,2.7
717216,Hoodie,Frontpage_Header,Orange,1.8
223603,Tunic,Frontpage_Header,Multi-Color,4.3
890830,Polo-Shirt,Category_Highlight,Multi-Color,3.2
218751,Tunic,Category_Highlight,Red,4.1
527809,Tunic,Frontpage_Header,Blue,3.2
226571,Sweatshirt,Display_Ad_Campaign,Red,1.8
359713,Polo-Shirt,Catalog,Orange,3.6
523538,T-Shirt,Frontpage_Header,Yellow,4.3
364719,Sweatshirt,Catalog,Multi-Color,2.7
301497,T-Shirt,Catalog,Black,3.3
508614,Sweatshirt,Frontpage_Header,Pink,3.1
177839,Polo-Shirt,Catalog,Brown,2.3
405252,Polo-Shirt,Category_Highlight,Multi-Color,3.1
442611,Blouse,Catalog,Yellow,4
519097,Blouse,Catalog,Yellow,3.8
102061,Hoodie,Catalog,Green,3.3
414408,Hoodie,Category_Highlight,Blue,4
335798,Tunic,Display_Ad_Campaign,Green,2.3
480511,Hoodie,Category_Highlight,White,4.6
529253,Hoodie,Catalog,Yellow,3
112429,Blouse,Catalog,Yellow,4
677714,Polo-Shirt,Category_Highlight,Orange,2.2
470533,Hoodie,Catalog,Yellow,4
555061,Hoodie,Frontpage_Header,Brown,2.8
826435,Tunic,Category_Highlight,Multi-Color,3.6
559636,Tunic,Category_Highlight,Black,4.5
758603,Tunic,Frontpage_Header,Multi-Color,3.2
732639,Blouse,Display_Ad_Campaign,Orange,5.3
253605,Polo-Shirt,Catalog,Yellow,5
473698,Polo-Shirt,Frontpage_Header,Yellow,2.7
966598,Sweatshirt,Frontpage_Header,Multi-Color,2.6
686519,Sweatshirt,Category_Highlight,White,3.9
988672,Polo-Shirt,Category_Highlight,Orange,1.9
681256,Tunic,Category_Highlight,Orange,3.2
619174,Tunic,Display_Ad_Campaign,Multi-Color,4.5
344155,Hoodie,Catalog,Orange,3
894560,Blouse,Frontpage_Header,Black,4.4
266726,T-Shirt,Category_Highlight,Green,5
399452,T-Shirt,Category_Highlight,Green,5.2
477017,Tunic,Category_Highlight,Multi-Color,3.5
350324,Tunic,Category_Highlight,Green,3.4
786972,Sweatshirt,Category_Highlight,Blue,5.2
108099,Tunic,Display_Ad_Campaign,Multi-Color,4.7
829610,Sweatshirt,Category_Highlight,Red,1.8
116594,Hoodie,Catalog,Green,4.2
705792,Tunic,Frontpage_Header,Multi-Color,2.6
473988,Sweatshirt,Frontpage_Header,Blue,4.5
505358,Sweatshirt,Frontpage_Header,Black,2.8
912810,Blouse,Frontpage_Header,Multi-Color,2.7
459309,Tunic,Category_Highlight,Yellow,2.7
753035,Sweatshirt,Display_Ad_Campaign,Orange,4.6
297879,T-Shirt,Category_Highlight,Multi-Color,1.6
534923,Hoodie,Catalog,Yellow,3.3
389653,Polo-Shirt,Catalog,Pink,4.4
506250,Tunic,Frontpage_Header,Multi-Color,3.1
898668,T-Shirt,Category_Highlight,Blue,3.1
574896,T-Shirt,Catalog,Red,4.3
853006,Polo-Shirt,Catalog,Orange,2.5
593415,Sweatshirt,Catalog,Orange,4.2
793864,Sweatshirt,Frontpage_Header,Orange,3.6
524079,Sweatshirt,Category_Highlight,Orange,4
451387,T-Shirt,Category_Highlight,Multi-Color,4.2
248701,Blouse,Category_Highlight,Blue,2.8
507094,Polo-Shirt,Catalog,Blue,3.4
733283,Tunic,Frontpage_Header,Blue,4
417453,Sweatshirt,Category_Highlight,Red,1.5
335080,Hoodie,Catalog,Pink,3.4
422924,T-Shirt,Catalog,Red,4.1
967620,Sweatshirt,Catalog,Multi-Color,1.5
614442,Polo-Shirt,Category_Highlight,Red,2.9
252346,T-Shirt,Display_Ad_Campaign,Brown,5.3
856366,Sweatshirt,Catalog,Red,4.8
350100,Tunic,Category_Highlight,White,4.8
472760,Hoodie,Category_Highlight,Orange,3.4
641721,T-Shirt,Display_Ad_Campaign,Black,3.7
242861,Tunic,Category_Highlight,Multi-Color,3.1
469729,Tunic,Display_Ad_Campaign,Black,2.6
910153,Tunic,Display_Ad_Campaign,Red,3
920197,T-Shirt,Catalog,Black,3.3
743339,Tunic,Frontpage_Header,Yellow,3.5
920930,Polo-Shirt,Catalog,Orange,3.1
398391,Polo-Shirt,Catalog,Yellow,3.6
243638,Sweatshirt,Display_Ad_Campaign,Multi-Color,2.4
847302,Blouse,Frontpage_Header,Multi-Color,3.4
952501,T-Shirt,Category_Highlight,Green,5.2
472782,Polo-Shirt,Catalog,Brown,3.3
862073,Tunic,Category_Highlight,Red,3.8
564383,Tunic,Frontpage_Header,Blue,3.2
532366,T-Shirt,Catalog,Multi-Color,1.2
153698,Tunic,Category_Highlight,Yellow,3
411404,Tunic,Frontpage_Header,Blue,3
388906,Tunic,Frontpage_Header,Blue,3.1
367674,Polo-Shirt,Catalog,Red,2.9
187580,Sweatshirt,Frontpage_Header,Pink,3.7
808548,Blouse,Frontpage_Header,Red,4.5
845354,Polo-Shirt,Display_Ad_Campaign,Yellow,6
635364,Hoodie,Catalog,Pink,3.8
215751,Tunic,Display_Ad_Campaign,Black,3.1
407231,Sweatshirt,Frontpage_Header,Blue,2.7
658078,Blouse,Category_Highlight,Red,4.4
556787,Blouse,Display_Ad_Campaign,Orange,4
438915,Sweatshirt,Catalog,Orange,4.5
428502,Sweatshirt,Frontpage_Header,Pink,3.1
972962,T-Shirt,Frontpage_Header,Blue,5.2
604297,Tunic,Category_Highlight,Multi-Color,3.3
765662,Hoodie,Frontpage_Header,White,4
908079,Blouse,Frontpage_Header,Multi-Color,2.1
211468,Blouse,Frontpage_Header,Black,4.7
271712,Hoodie,Catalog,Yellow,3.4
838697,Polo-Shirt,Catalog,Pink,3.9
768998,Sweatshirt,Display_Ad_Campaign,Orange,4.3
919133,Hoodie,Display_Ad_Campaign,Red,1.9
817629,Blouse,Frontpage_Header,Blue,4.1
199585,Hoodie,Category_Highlight,White,1.2
703556,Sweatshirt,Category_Highlight,Red,1.5
761195,Polo-Shirt,Catalog,Green,2.4
194625,T-Shirt,Catalog,Multi-Color,2.2
120209,Blouse,Frontpage_Header,Blue,4.9
315550,Hoodie,Category_Highlight,White,3.8
650507,Polo-Shirt,Catalog,Yellow,4.1
590180,Hoodie,Display_Ad_Campaign,Yellow,2.6
149470,Polo-Shirt,Frontpage_Header,Yellow,2.4
614212,Polo-Shirt,Frontpage_Header,Yellow,2.8
221112,T-Shirt,Frontpage_Header,Red,2.7
745798,Polo-Shirt,Category_Highlight,Brown,3.5
